Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
05/25/2021 12:00:00 AM,Complete,Special Event,Community,,PrideFest Capitol Hill,S21SE023,09/04/2021 12:00:00 AM,09/05/2021 12:00:00 AM,,Capitol Hill,3,East,PrideFest,10060
06/11/2021 12:00:00 AM,Cancelled,Special Event,Commercial,,Julia's on Broadway Gay Pride,S21SE034,09/04/2021 12:00:00 AM,09/05/2021 12:00:00 AM,,Capitol Hill,3,East,Julia's on Broadway,260
06/08/2021 12:00:00 AM,Complete,Special Event,Commercial,,Union LGBTQ Labor Day Come Out Seattle,S21SE030,09/04/2021 12:00:00 AM,09/06/2021 12:00:00 AM,,Capitol Hill,3,East,U14 LLC dba Union,6620
07/21/2021 12:00:00 AM,Complete,Special Event,Commercial,,PAX West 9th Ave,S21SE075,09/03/2021 12:00:00 AM,09/06/2021 12:00:00 AM,,Downtown,7,West,Reed Exhibitions,100000
07/22/2021 12:00:00 AM,Complete,Special Event,Commercial,,PAX West Queuing,S21SE076,09/03/2021 12:00:00 AM,09/06/2021 12:00:00 AM,Freeway Park,Downtown,7,West,Washington State Convention Center,100000
06/18/2021 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Loop the 'Lupe Obstacle Course & 5K Fun Run,S21AU041,08/29/2021 12:00:00 AM,08/29/2021 12:00:00 AM,OTHER,High Point,1,Southwest,Our Lady of Guadalupe Church,575
07/19/2021 12:00:00 AM,On Hold,Special Event,Community,,Sounders FC March to the Match (8.29),S21AU066,08/29/2021 12:00:00 AM,08/29/2021 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
08/18/2021 12:00:00 AM,Complete,Special Event,Free Speech,,Seattle Afghan Protest,S21AU093,08/28/2021 12:00:00 AM,08/28/2021 12:00:00 AM,Westlake Park,Downtown,7,"Traffic, West",Afghans of Seattle,100
05/19/2021 12:00:00 AM,Complete,Special Event,Community,,Celebrate Little Saigon,S21AU020,08/28/2021 12:00:00 AM,08/29/2021 12:00:00 AM,,Judkins Park,3,East,Friends of Little Saigon,410
08/10/2021 12:00:00 AM,Issued,Valet Parking,,,Red Carpet Valet - Entrepreneur's Organization,S21AU085,08/24/2021 12:00:00 AM,08/24/2021 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,100
05/18/2021 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Rock 'n' Roll Seattle 1/2 Marathon,S21AU018,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,,"Ballard, Capitol Hill, Cascade / Eastlake / South Lake Union, Downtown, First Hill, Fremont, Interbay, Montlake / Portage Bay, Queen Anne, University District, Wallingford","3, 4, 6, 7","East, North, Operations, Traffic, West","Competitor Group, Inc.",19000
05/03/2021 12:00:00 AM,Cancelled,Special Event,Community,,Greaseball 5,S21AU013,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,,Georgetown,2,South,Slim's Last Chance,370
06/30/2021 12:00:00 AM,Complete,Special Event,Commercial,,Taste of Queen Anne,S21AU047,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,,Queen Anne,7,West,Queen Anne Helpline,530
05/03/2021 12:00:00 AM,Complete,Special Event,Community,,Seattle Design Festival Block Party,S21AU014,08/21/2021 12:00:00 AM,08/22/2021 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,3,East,Design in Public,10200
05/28/2021 12:00:00 AM,Complete,Special Event,Commercial,,Sunset Supper at Pike Place Market,S21AU024,08/20/2021 12:00:00 AM,08/20/2021 12:00:00 AM,,Downtown,7,West,Pike Place Market Foundation,1200
08/04/2021 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Olympic Sculpture Park Donor Event,S21AU082,08/18/2021 12:00:00 AM,08/20/2021 12:00:00 AM,,Downtown,7,West,Butler Valet,250
08/02/2021 12:00:00 AM,Cancelled,Valet Parking,,,Red Carpet Valet - Celebrity Steakout,S21AU081,08/17/2021 12:00:00 AM,08/17/2021 12:00:00 AM,,First Hill,7,West,Red Carpet Valet,200
05/06/2021 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Lake Union 10K,S21AU015,08/15/2021 12:00:00 AM,08/15/2021 12:00:00 AM,Lake Union Park,"Cascade / Eastlake / South Lake Union, Fremont, Montlake / Portage Bay, Queen Anne, Wallingford","3, 4, 7","East, North, West",Run for Good Racing Co.,790
06/24/2021 12:00:00 AM,Complete,Special Event,Community,,Refill,S21AU042,08/15/2021 12:00:00 AM,08/15/2021 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,The Vera Project,538
07/19/2021 12:00:00 AM,On Hold,Special Event,Community,,Sounders FC March to the Match (8.10),S21AU065,08/10/2021 12:00:00 AM,08/10/2021 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
05/19/2021 12:00:00 AM,Complete,Special Event,Community,,Magnolia Village Car Show,S21AU019,08/08/2021 12:00:00 AM,08/08/2021 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,890
07/15/2021 12:00:00 AM,Cancelled,Special Event,Community,,Duwamish River Festival,S21AU060,08/07/2021 12:00:00 AM,08/07/2021 12:00:00 AM,OTHER,South Park,1,Southwest,Duwamish River Cleanup Coalition,810
07/15/2021 12:00:00 AM,Complete,Special Event,Commercial,,Reuben's Brews Anniversary Party,S21AU052,08/07/2021 12:00:00 AM,08/07/2021 12:00:00 AM,,Ballard,6,North,Reuben's Brews,500
01/18/2021 12:00:00 AM,Cancelled,Special Event,Citywide,,Seafair Weekend,S21AU006,08/06/2021 12:00:00 AM,08/08/2021 12:00:00 AM,Genessee Park,"Columbia City, Seward Park",2,South,Seafair,177650
07/19/2021 12:00:00 AM,On Hold,Special Event,Community,,Sounders FC March to the Match (8.4),S21AU064,08/04/2021 12:00:00 AM,08/04/2021 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
07/28/2021 12:00:00 AM,Complete,Special Event,Community,,Wednesday Wine-Down,S21AU079,08/04/2021 12:00:00 AM,08/25/2021 12:00:00 AM,Westlake Park,Downtown,7,West,Downtown Seattle Association,1100
07/02/2021 12:00:00 AM,Complete,Special Event,Commercial,,Molly Wizenberg Book Signing,S21AU051,08/03/2021 12:00:00 AM,08/03/2021 12:00:00 AM,,Capitol Hill,3,East,Elliott Bay Book Company,
05/20/2021 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Seattle Swimrun,S21AU021,08/01/2021 12:00:00 AM,08/01/2021 12:00:00 AM,Seward Park,Seward Park,2,"Harbor, South",Quest Races,240
01/18/2021 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Seafair Torchlight Run,S21JY005,07/31/2021 12:00:00 AM,07/31/2021 12:00:00 AM,,"Belltown, Downtown, Queen Anne",7,West,Seafair,153000
07/19/2021 12:00:00 AM,On Hold,Special Event,Community,,Sounders FC March to the Match (7.31),S21JY063,07/31/2021 12:00:00 AM,07/31/2021 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
01/18/2021 12:00:00 AM,Cancelled,Special Event,Citywide,,Seafair Torchlight Parade,S21JY004,07/31/2021 12:00:00 AM,07/31/2021 12:00:00 AM,,"Belltown, Downtown, Queen Anne",7,West,Seafair,151100
07/23/2021 12:00:00 AM,Complete,Special Event,Community,,Downtown Summer Sounds,S21JY077,07/31/2021 12:00:00 AM,08/21/2021 12:00:00 AM,,Downtown,7,West,Friends of Waterfront Seattle,430
07/02/2021 12:00:00 AM,Complete,Special Event,Community,,Welcome Back Westlake: Halloween in July,S21JY048,07/25/2021 12:00:00 AM,07/25/2021 12:00:00 AM,Westlake Park,Downtown,7,West,City of Seattle Mayor's Office,1025
06/04/2021 12:00:00 AM,Complete,Special Event,Commercial,,St. James Cathedral Parish Picnic,S21JY029,07/25/2021 12:00:00 AM,07/25/2021 12:00:00 AM,,First Hill,3,East,St. James Cathedral,420
07/12/2021 12:00:00 AM,Complete,Special Event,Free Speech,,March for Medicare for All,S21JY049,07/24/2021 12:00:00 AM,07/24/2021 12:00:00 AM,Seattle Center,"Downtown, Queen Anne",7,West,March for Medicare for All,500
02/05/2021 12:00:00 AM,Cancelled,Special Event,Community,,Alki Art Fair,S21JY007,07/24/2021 12:00:00 AM,07/25/2021 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,Alki Art Fair,4640
07/19/2021 12:00:00 AM,Complete,Special Event,Community,,Beers & Bites,S21JY055,07/22/2021 12:00:00 AM,07/24/2021 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Downtown Seattle Association,825
05/28/2021 12:00:00 AM,Complete,Special Event,Commercial,,NHL Draft 2021,S21JY025,07/21/2021 12:00:00 AM,07/21/2021 12:00:00 AM,Gas Works Park,"Fremont, Queen Anne","4, 7","North, West",Hotopp Creative Agency,880
01/18/2021 12:00:00 AM,Cancelled,Special Event,Community,,Seafair Milk Carton Derby,S21JY003,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,Green Lake Park,Green Lake,6,North,Seafair,4805
06/02/2021 12:00:00 AM,Complete,Special Event,Commercial,,Ting-Kaler Wedding Baraat,S21JY027,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,,Downtown,7,"Traffic, West",Brandon Ting,90
07/15/2021 12:00:00 AM,Complete,Special Event,Community,,Beats & Eats,S21JY050,07/09/2021 12:00:00 AM,09/03/2021 12:00:00 AM,,Downtown,7,West,Friends of Waterfront Seattle,400
06/25/2021 12:00:00 AM,Complete,Special Event,Commercial,,Union Emerald City Classic Softball Tournament Event,S21JY044,07/08/2021 12:00:00 AM,07/11/2021 12:00:00 AM,,Capitol Hill,3,East,U14 LLC dba Union,440
05/17/2021 12:00:00 AM,Complete,Special Event,Commercial,,Art Marble 21 Fourth of July Block Party,S21JY016,07/04/2021 12:00:00 AM,07/04/2021 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Art Marble 21,235
01/18/2021 12:00:00 AM,Cancelled,Special Event,Citywide,,Seafair Summer 4th,S21JY002,07/04/2021 12:00:00 AM,07/04/2021 12:00:00 AM,"Gas Works Park, Lake Union Park","Cascade / Eastlake / South Lake Union, Fremont","3, 4","North, West",Seafair,53225
05/03/2021 12:00:00 AM,Complete,Special Event,Free Speech,,Capitol Hill Pride March 2021,S21JU012,06/26/2021 12:00:00 AM,06/26/2021 12:00:00 AM,,Capitol Hill,3,East,Capitol Hill Pride,240
05/17/2021 12:00:00 AM,Complete,Special Event,Community,,Union LGBTQ Pride Event,S21JU017,06/24/2021 12:00:00 AM,06/27/2021 12:00:00 AM,,Capitol Hill,3,East,Union,100
03/16/2021 12:00:00 AM,Cancelled,Special Event,Community,,Fremont Socially Distant Solstice Art Walk,S21JU009,06/19/2021 12:00:00 AM,06/20/2021 12:00:00 AM,,Fremont,4,North,Bold Hat Productions,205
03/19/2021 12:00:00 AM,Complete,Special Event,Community,,SLU Saturday Market,S21JU008,06/05/2021 12:00:00 AM,10/16/2021 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,East,Northwest Marketplaces,241
01/12/2021 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Opening Day of Boating Season Parade,S21MY001,05/01/2021 12:00:00 AM,05/01/2021 12:00:00 AM,,Montlake / Portage Bay,"3, 4",East,Seattle Yacht Club,4700
05/20/2020 12:00:00 AM,Cancelled,Special Event,Community,,Chet Gibson Memorial Lighted Boat Parade,S20DE214,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,"East, Harbor",Queen City Yacht Club,40
07/13/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Seattle Marathon,S20NO219,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,,"Ballard, Belltown, Cascade / Eastlake / South Lake Union, Fremont, Montlake / Portage Bay, Queen Anne, Ravenna / Bryant, University District, Wallingford, Wedgwood / View Ridge","3, 4, 6, 7",Traffic,Seattle Marathon Association,7300
07/13/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Seattle Kids Marathon,S20NO220,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,,Queen Anne,7,West,Seattle Marathon Association,1550
01/02/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Seattle Turkey Trot,S20NO065,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,,Sunset Hill / Loyal Heights,6,North,Ballard Food Bank,4620
07/15/2020 12:00:00 AM,Cancelled,Special Event,Commercial,,NFL Sponsor Appreciation Event,S20NO221,11/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,,Pioneer Square,7,West,National Event Pros / The Travellers Inc.,270
03/02/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Making Strides Against Breast Cancer Walk,S20OC183,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,Gas Works Park,Fremont,4,North,American Cancer Society,2630
07/10/2020 12:00:00 AM,Cancelled,Special Event,Community,,Double Tenth Flag Raising and Parade,S20OC218,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,Hing Hay Park,International District,2,West,Chong Wa Benevolent Association,460
12/20/2019 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Tail of the Lake Regatta,S20OC054,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,"Harbor, West",Holy Names Academy,1550
04/20/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,University of Washington Dawg Dash,S20OC211,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,,"Ravenna / Bryant, University District",4,North,University of Washington,3730
02/19/2020 12:00:00 AM,Cancelled,Special Event,Community,,Sounders FC March to the Match (10.4),S20OC165,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
03/16/2020 12:00:00 AM,Cancelled,Special Event,Community,,Gold Rush Rally/Throttle,S20JU195,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,,Duwamish / SODO,2,South,The Shop,320
06/23/2020 12:00:00 AM,On Hold,Special Event,Commercial,,Georgetown Morgue Haunted House,S20SE217,09/25/2020 12:00:00 AM,11/01/2020 12:00:00 AM,,Georgetown,2,South,"Seattlehaunts, LLC",15000
06/16/2020 12:00:00 AM,On Hold,Special Event,Community,,University of Washington Academic Year Student Move-in,S20SE216,09/22/2020 12:00:00 AM,09/25/2020 12:00:00 AM,,University District,4,North,"University of Washington, Housing & Food Services (HFS)",1400
08/27/2019 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Orca Half Marathon,S20SE006,09/19/2020 12:00:00 AM,09/20/2020 12:00:00 AM,Lincoln Park,"Alki / Admiral, Delridge / North Delridge, Fauntleroy / Seaview",1,Southwest,Orca Running,1840
01/30/2020 12:00:00 AM,Cancelled,Special Event,Mixed Free Speech,,Jimi Hendrix 50th Anniversary Memorial,S20SE100,09/18/2020 12:00:00 AM,09/20/2020 12:00:00 AM,Jimi Hendrix Park,Mt. Baker / North Rainier,3,South,Jimi Hendrix Academy,1320
09/05/2019 12:00:00 AM,Cancelled,Special Event,Commercial,,Fremont Oktoberfest,S20SE009,09/18/2020 12:00:00 AM,09/20/2020 12:00:00 AM,,Fremont,4,North,Bold Hat Productions,16950
02/19/2020 12:00:00 AM,Cancelled,Special Event,Community,,Sounders FC March to the Match (9.16),S20SE164,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
04/24/2020 12:00:00 AM,Cancelled,Special Event,Community,,Magnolia Village Car Show,S20AU210,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,885
02/19/2020 12:00:00 AM,Cancelled,Special Event,Community,,Sounders FC March to the Match (9.13),S20SE163,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
03/10/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,St. Jude Walk/Run Seattle,S20SE192,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,Seward Park,Seward Park,2,South,American Lebanese Syrian Associated Charities Inc. (ALSAC) and Coury Shadyac,1600
11/07/2019 12:00:00 AM,Cancelled,Special Event,Athletic,Other,Tour de Pier,S20SE028,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,7,West,KevaWorks,700
06/15/2020 12:00:00 AM,Cancelled,Special Event,Community,,Van Haven VI,S20SE215,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,,Georgetown,2,South,The Next Episode Network,530
02/19/2020 12:00:00 AM,Cancelled,Special Event,Community,,Pridefest Capitol Hill,S20JU141,09/12/2020 12:00:00 AM,09/13/2020 12:00:00 AM,Cal Anderson Park,Capitol Hill,3,East,Pridefest,30550
02/05/2020 12:00:00 AM,Cancelled,Special Event,Community,,South Lake Union Saturday Markets,S20MY178,09/12/2020 12:00:00 AM,09/26/2020 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Market Places,2571
01/23/2020 12:00:00 AM,Cancelled,Special Event,Community,,San Gennaro Festival,S20SE093,09/11/2020 12:00:00 AM,09/13/2020 12:00:00 AM,,Georgetown,2,South,San Gennaro Foundation-Seattle,3685
,Complete,Special Event,Commercial,,We Day Seattle (Bus Drop Off),S14MR072,03/21/2014 12:00:00 AM,03/21/2014 12:00:00 AM,,Queen Anne,,,We Day Seattle (Bus Drop Off),15500
03/05/2020 12:00:00 AM,Cancelled,Special Event,Free Speech,,"""March to the Game"" for Recovery Day at the Mariners 2020",S20AU188,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,,"Duwamish / SODO, Pioneer Square",7,"Traffic, West",Washington Recovery Alliance,320
03/03/2020 12:00:00 AM,Cancelled,Special Event,Community,,Kawabe SummerFest!,S20AU185,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,,Judkins Park,3,East,Kawabe Memorial House Foundation,475
02/10/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Park to Park Swim,S20AU121,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,Matthews Beach,Cedar Park / Meadowbrook,5,"Harbor, North",Seattle Children's Guild Assoc,500
01/23/2020 12:00:00 AM,Cancelled,Special Event,Community,,Greaseball 5,S20AU086,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,,Georgetown,2,South,Slim's Last Chance,620
01/29/2020 12:00:00 AM,Cancelled,Special Event,Community,,PNW Black Pride,S20AU098,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,People of Color Against AIDS Network (POCAAN),340
11/01/2019 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Alki Beach Sunset Run,S20AU026,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,Fizz Events,1240
02/05/2020 12:00:00 AM,Cancelled,Special Event,Community,,Seattle Night Market (India),S20AU182,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Market Places,5098
02/19/2020 12:00:00 AM,Cancelled,Special Event,Community,,Sounders FC March to the Match (8.22),S20AU162,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
02/24/2020 12:00:00 AM,Cancelled,Special Event,Commercial,,SPKRBX Event,S20AU177,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,Jefferson Park,North Beacon Hill / Jefferson Park,2,South,"SPKRBX, LLC",6500
04/15/2020 12:00:00 AM,Cancelled,Special Event,Commercial,,Sunset Supper at Pike Place Market,S20AU207,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,,Downtown,7,West,Pike Place Market Foundation,1750
11/15/2019 12:00:00 AM,Cancelled,Special Event,Mixed Free Speech,,Seattle Hempfest 2020,S20AU034,08/14/2020 12:00:00 AM,08/16/2020 12:00:00 AM,Myrtle Edwards Park,"Belltown, Interbay",7,"Operations, West",Seattle Events,93900
04/18/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Da Grind,S20AU208,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,Seattle Outrigger Canoe Club,150
11/08/2019 12:00:00 AM,Cancelled,Special Event,Community,,Seattle Children's Book Festival,S20AU030,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,,Haller Lake,5,North,Seattle Children's Book Festival,7250
02/19/2020 12:00:00 AM,Cancelled,Special Event,Community,,Sounders FC March to the Match (8.8),S20AU161,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,Occidental Park,"Duwamish / SODO, Pioneer Square",7,West,Seattle Sounders FC,500
08/12/2019 12:00:00 AM,Cancelled,Special Event,Community,,South Lake Union Block Party,S20AU004,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,7,West,Vulcan Inc.,3025
01/27/2020 12:00:00 AM,Cancelled,Special Event,Athletic,Cycling,Obliteride,S20AU094,08/07/2020 12:00:00 AM,08/08/2020 12:00:00 AM,Gas Works Park,"Cascade / Eastlake / South Lake Union, Columbia City, Fremont, Madrona / Leschi, Montlake / Portage Bay, Mt. Baker / North Rainier, Queen Anne, Seward Park, University District","3, 4, 7","Operations, Traffic",Fred Hutchinson Cancer Center,6300
04/29/2020 12:00:00 AM,Cancelled,Special Event,Community,,Greatest Party Known to Humankind (GPK),S20AU213,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,,Georgetown,3,South,GPK,4050
12/10/2019 12:00:00 AM,Cancelled,Special Event,Community,,Magnolia Summerfest Seafair Parade and Kid's Parade,S20AP046,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4824
12/10/2019 12:00:00 AM,Cancelled,Special Event,Community,,Magnolia Summerfest,S20JY045,07/31/2020 12:00:00 AM,08/02/2020 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,7873
04/07/2020 12:00:00 AM,Cancelled,Special Event,Citywide,,Seafair Weekend Festival,S20JY204,07/31/2020 12:00:00 AM,08/02/2020 12:00:00 AM,Genessee Park,"Columbia City, Seward Park",2,South,Seafair Charitable Foundation,181750
